"Metier","Steady state relative abundance"
"HKL_1",0.440670252230485
"MSC_1",0.364234957956197
"NET_1",0.481151960789123
"NET_2",0.447995683714966
"POT_1",0.371492133081227
"POT_2",0.457718169869803
"TLS_1",0.489870860694551
"TLS_2",0.424368291485851
"TWL_1",0.422206789861407
"TWS_1",0.38108653359783
